emp_no,first_name,last_name,title,from_date,to_date,birth_date
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01,1965-01-28
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,1965-01-07
231798,Goetz,Alvarado,Senior Engineer,1997-12-25,9999-01-01,1965-01-28
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01,1965-01-29
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01,1965-01-11
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01,1965-01-23
232723,Tesuya,Bugrara,Engineer,2002-02-13,9999-01-01,1965-01-14
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01,1965-01-20
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01,1965-01-06
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,1965-01-16
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01,1965-01-12
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01,1965-01-17
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,1965-01-14
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,9999-01-01,1965-01-20
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01,1965-01-30
233818,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01,1965-01-01
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,1965-01-21
234739,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01,1965-01-31
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01,1965-01-17
235458,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01,1965-01-05
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01,1965-01-06
235368,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01,1965-01-09
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01,1965-02-01
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01,1965-01-17
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,1965-01-03
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01,1965-01-12
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,1965-01-31
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,1965-01-17
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,1965-01-11
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01,1965-01-28
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,1965-01-27
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,1965-01-17
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01,1965-01-09
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,1965-01-09
238422,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01,1965-01-10
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,1965-01-11
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,1965-01-13
239415,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01,1965-01-01
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01,1965-01-08
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01,1965-01-04
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01,1965-01-15
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01,1965-01-23
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01,1965-01-30
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,1965-02-01
240236,True,Tischendorf,Senior Engineer,1992-01-19,9999-01-01,1965-01-24
240285,Kolar,Greenaway,Staff,1998-11-14,9999-01-01,1965-01-23
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01,1965-01-14
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01,1965-01-02
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,1965-01-06
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01,1965-01-23
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01,1965-01-15
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,1965-01-29
241567,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01,1965-01-18
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01,1965-01-28
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01,1965-01-30
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01,1965-01-11
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,1965-01-09
242081,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01,1965-01-12
242104,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01,1965-01-05
242500,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01,1965-01-08
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01,1965-01-11
243018,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01,1965-01-02
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01,1965-02-01
243637,Marjo,Delgrange,Senior Staff,1996-06-23,9999-01-01,1965-01-16
243898,Arch,Basawa,Staff,1998-05-10,9999-01-01,1965-01-09
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01,1965-01-10
243576,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01,1965-01-04
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,1965-01-22
244711,Rosli,Butner,Engineer,1997-03-19,9999-01-01,1965-01-25
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01,1965-01-31
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01,1965-01-27
245164,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01,1965-01-23
245396,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01,1965-01-31
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,1965-01-18
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01,1965-01-30
246244,George,Casperson,Staff,2000-01-20,9999-01-01,1965-01-09
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01,1965-01-06
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01,1965-01-04
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,1965-01-09
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,1965-01-27
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01,1965-01-15
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01,1965-01-17
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01,1965-01-04
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01,1965-01-23
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01,1965-01-15
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,9999-01-01,1965-01-28
247456,Masako,Bahk,Engineer,1997-07-31,9999-01-01,1965-01-16
247612,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01,1965-01-04
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01,1965-02-01
247875,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01,1965-01-02
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01,1965-01-05
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,1965-02-01
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,1965-01-29
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,1965-01-26
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01,1965-01-21
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,1965-01-07
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01,1965-01-15
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,1965-01-16
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,1965-01-12
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,1965-01-04
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,1965-01-21
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,1965-01-27
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,1965-01-14
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,1965-01-27
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01,1965-01-22
251233,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01,1965-01-07
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01,1965-01-30
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,1965-01-11
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,1965-01-01
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01,1965-01-20
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,1965-01-01
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,1965-01-06
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,1965-01-05
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01,1965-01-01
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,1965-01-07
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,1965-01-01
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,1965-01-05
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,1965-01-13
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,1965-01-28
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,1965-01-04
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01,1965-01-16
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,1965-01-24
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,1965-01-24
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,1965-01-18
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01,1965-01-20
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,1965-01-31
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01,1965-01-01
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01,1965-01-03
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01,1965-01-03
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,1965-01-03
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,1965-01-24
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01,1965-01-06
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01,1965-01-22
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,1965-01-01
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,1965-01-07
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,1965-01-17
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,1965-01-04
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01,1965-01-11
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,1965-01-12
259237,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01,1965-01-27
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01,1965-01-22
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,1965-01-27
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,1965-01-21
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,1965-01-24
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01,1965-01-13
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,1965-01-28
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,1965-01-22
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,1965-01-25
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01,1965-01-30
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01,1965-01-19
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,1965-01-14
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,1965-01-30
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01,1965-01-08
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01,1965-01-11
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,1965-01-23
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,1965-01-21
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01,1965-01-16
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,1965-01-16
262210,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01,1965-01-22
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,1965-01-03
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,1965-01-30
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,1965-01-04
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01,1965-01-04
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,1965-01-01
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,1965-01-09
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,1965-01-22
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,1965-01-03
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01,1965-01-09
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,1965-01-19
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,1965-01-17
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,1965-01-03
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,1965-01-15
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,1965-01-25
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,1965-01-04
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,1965-01-03
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,1965-01-10
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,1965-01-03
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,1965-01-31
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,1965-01-20
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01,1965-01-15
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,1965-01-23
266206,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01,1965-02-01
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,1965-01-15
266644,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01,1965-01-08
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,1965-01-09
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,1965-01-10
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,1965-01-11
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,1965-01-10
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01,1965-01-05
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01,1965-01-06
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,1965-01-28
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,1965-01-07
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,1965-01-12
270084,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01,1965-01-11
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,1965-01-19
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01,1965-01-10
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,1965-02-01
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,1965-01-16
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,1965-01-19
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,1965-01-13
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,1965-01-10
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,1965-01-05
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01,1965-01-16
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01,1965-02-01
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,1965-01-26
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01,1965-01-26
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,1965-01-13
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01,1965-01-10
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,1965-01-01
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,1965-01-01
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,1965-01-10
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,1965-01-21
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,1965-01-29
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,1965-01-10
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,1965-01-16
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,1965-01-13
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01,1965-01-22
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,1965-01-08
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01,1965-01-07
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,1965-01-29
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,1965-01-04
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,1965-01-10
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,1965-01-30
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,1965-01-10
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,1965-01-01
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,1965-01-27
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01,1965-01-27
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,1965-01-03
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,1965-01-19
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,1965-01-09
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01,1965-01-27
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,1965-01-16
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,1965-01-15
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01,1965-01-22
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,1965-01-19
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,1965-01-14
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,1965-01-07
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,1965-01-02
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01,1965-01-26
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01,1965-01-05
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,1965-01-26
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01,1965-01-09
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,1965-01-10
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01,1965-01-24
280420,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01,1965-01-31
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,1965-01-13
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,1965-01-04
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,1965-01-16
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01,1965-01-08
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,1965-01-06
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,1965-01-29
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,1965-01-17
282343,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01,1965-01-13
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,1965-01-25
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01,1965-01-18
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,1965-01-03
282894,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01,1965-01-05
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01,1965-01-25
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,1965-01-22
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,1965-01-15
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01,1965-01-03
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01,1965-01-21
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,1965-01-11
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,1965-01-04
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,1965-01-05
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01,1965-01-16
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,1965-01-02
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01,1965-01-09
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,1965-01-27
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01,1965-01-02
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01,1965-01-26
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,1965-01-21
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,1965-01-28
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,1965-01-06
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,1965-01-01
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,1965-01-27
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,1965-01-24
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,1965-02-01
287327,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01,1965-01-13
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,1965-01-05
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,1965-01-23
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,1965-01-01
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,1965-01-18
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,1965-01-06
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,1965-01-23
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,1965-01-09
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,1965-01-09
288142,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01,1965-01-25
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,1965-01-22
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,1965-01-11
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01,1965-01-16
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,1965-01-02
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,1965-01-30
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,1965-01-21
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,1965-01-31
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,1965-01-20
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,1965-01-04
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,1965-01-09
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,1965-01-31
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,1965-01-22
290075,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01,1965-01-15
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,1965-01-08
290441,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01,1965-01-25
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,1965-01-29
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,1965-01-03
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,1965-01-09
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,1965-01-26
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,1965-01-07
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01,1965-01-30
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01,1965-01-04
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,1965-01-24
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,1965-01-23
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,1965-01-09
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,1965-01-17
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,1965-01-28
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,1965-01-27
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,1965-01-04
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,1965-01-10
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,1965-01-12
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,1965-01-21
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01,1965-01-15
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,1965-01-25
293752,Jungsoon,Bail,Senior Staff,1994-02-18,9999-01-01,1965-01-04
294527,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01,1965-01-04
294144,Takanari,Ermel,Senior Staff,1999-01-11,9999-01-01,1965-01-09
294241,Marl,Fiebach,Senior Staff,2000-07-25,9999-01-01,1965-01-12
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,1965-01-27
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,1965-01-14
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01,1965-01-27
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01,1965-01-28
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,1965-01-15
295857,Kankanahalli,Ciolek,Senior Staff,1998-12-26,9999-01-01,1965-01-17
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01,1965-01-01
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01,1965-01-24
